event_id,user_id,event_type,created_at
1434,201,invited_team_member,2024-10-01
1435,202,signed_up,2024-05-07
1436,203,signed_up,2024-03-09
1437,204,signed_up,2024-10-13
1438,204,created_design,2024-11-07
1439,204,shared_design,2024-12-31
1440,204,deleted_design,2024-10-14
1441,205,signed_up,2024-08-14
1442,206,signed_up,2024-08-06
1443,206,deleted_design,2024-12-05
1444,206,deleted_design,2024-11-18
1445,206,created_design,2024-08-26
1446,206,shared_design,2024-10-07
1447,206,exported_design,2024-12-26
1448,206,exported_design,2024-08-18
1449,206,created_design,2024-09-12
1450,206,created_design,2024-11-03
1451,206,created_design,2024-09-12
1452,206,shared_design,2024-12-31
1453,206,created_design,2024-10-29
1454,206,invited_team_member,2024-11-20
1455,207,signed_up,2024-03-22
1456,207,deleted_design,2024-06-20
1457,207,created_design,2024-09-22
1458,207,shared_design,2024-05-08
1459,207,shared_design,2024-09-03
1460,207,created_design,2024-10-02
1461,208,signed_up,2024-08-18
1462,208,created_design,2024-09-21
1463,208,shared_design,2024-10-27
1464,208,deleted_design,2024-12-30
1465,208,exported_design,2024-12-30
1466,208,created_design,2024-10-10
1467,208,created_design,2024-09-14
1468,208,shared_design,2024-12-19
1469,208,shared_design,2024-12-05
1470,208,invited_team_member,2024-11-16
1471,209,signed_up,2024-11-22
1472,209,deleted_design,2024-12-25
1473,209,exported_design,2024-12-23
1474,209,exported_design,2024-12-31
1475,209,exported_design,2024-12-10
1476,209,created_design,2024-11-22
1477,209,deleted_design,2024-11-23
1478,209,exported_design,2024-11-29
1479,209,deleted_design,2024-12-31
1480,210,signed_up,2024-09-05
1481,210,created_design,2024-10-02
1482,210,exported_design,2024-11-25
1483,210,shared_design,2024-12-02
1484,210,created_design,2024-10-07
1485,210,shared_design,2024-10-14
1486,210,shared_design,2024-11-08
1487,210,created_design,2024-12-12
1488,210,shared_design,2024-09-19
1489,210,deleted_design,2024-10-18
1490,210,created_design,2024-12-06
1491,210,exported_design,2024-12-20
1492,210,invited_team_member,2024-12-20
1493,211,signed_up,2024-05-20
1494,211,created_design,2024-09-18
1495,211,exported_design,2024-11-01
1496,211,exported_design,2024-09-20
1497,211,deleted_design,2024-10-27
1498,211,shared_design,2024-12-27
1499,211,deleted_design,2024-09-15
1500,211,created_design,2024-11-26
1501,211,shared_design,2024-12-19
1502,211,shared_design,2024-10-11
1503,211,created_design,2024-10-09
1504,211,shared_design,2024-07-12
1505,211,shared_design,2024-12-10
1506,211,exported_design,2024-06-05
1507,211,created_design,2024-07-30
1508,211,deleted_design,2024-08-14
1509,212,signed_up,2024-12-31
1510,212,created_design,2024-12-31
1511,212,shared_design,2024-12-31
1512,212,shared_design,2024-12-31
1513,212,created_design,2024-12-31
1514,212,exported_design,2024-12-31
1515,212,deleted_design,2024-12-31
1516,212,exported_design,2024-12-31
1517,213,signed_up,2024-05-19
1518,213,exported_design,2024-12-04
1519,214,signed_up,2024-10-03
1520,214,exported_design,2024-12-06
1521,214,shared_design,2024-10-27
1522,214,shared_design,2024-12-03
1523,214,exported_design,2024-11-13
1524,214,exported_design,2024-10-15
1525,214,created_design,2024-10-29
1526,214,deleted_design,2024-11-30
1527,214,created_design,2024-12-08
1528,214,invited_team_member,2024-10-08
1529,215,signed_up,2024-03-18
1530,215,deleted_design,2024-09-04
1531,215,created_design,2024-04-10
1532,216,signed_up,2024-12-21
1533,216,exported_design,2024-12-25
1534,216,exported_design,2024-12-26
1535,216,shared_design,2024-12-24
1536,216,shared_design,2024-12-25
1537,216,created_design,2024-12-28
1538,216,exported_design,2024-12-25
1539,216,shared_design,2024-12-23
1540,216,created_design,2024-12-22
1541,216,created_design,2024-12-30
1542,216,shared_design,2024-12-24
1543,217,signed_up,2024-02-02
1544,218,signed_up,2024-06-18
1545,218,shared_design,2024-11-21
1546,218,deleted_design,2024-11-03
1547,218,exported_design,2024-06-30
1548,218,deleted_design,2024-06-25
1549,218,created_design,2024-12-07
1550,218,invited_team_member,2024-07-01
1551,218,upgraded_plan,2024-09-26
1552,219,signed_up,2024-07-31
1553,219,deleted_design,2024-12-29
1554,219,shared_design,2024-10-30
1555,219,exported_design,2024-10-24
1556,219,created_design,2024-12-14
1557,219,exported_design,2024-11-27
1558,219,deleted_design,2024-08-23
1559,219,deleted_design,2024-08-24
1560,219,deleted_design,2024-10-18
1561,219,exported_design,2024-11-28
1562,219,exported_design,2024-09-26
1563,220,signed_up,2024-08-03
1564,221,signed_up,2024-12-22
1565,221,deleted_design,2024-12-27
1566,221,created_design,2024-12-29
1567,221,deleted_design,2024-12-23
1568,221,shared_design,2024-12-23
1569,221,deleted_design,2024-12-29
1570,221,shared_design,2024-12-24
1571,221,exported_design,2024-12-27
1572,221,created_design,2024-12-30
1573,221,created_design,2024-12-28
1574,221,created_design,2024-12-27
1575,221,deleted_design,2024-12-26
1576,221,deleted_design,2024-12-28
1577,221,exported_design,2024-12-25
1578,222,signed_up,2024-07-13
1579,222,deleted_design,2024-09-04
1580,222,shared_design,2024-11-01
1581,222,exported_design,2024-11-29
1582,222,created_design,2024-08-26
1583,222,deleted_design,2024-12-06
1584,222,deleted_design,2024-08-11
1585,222,upgraded_plan,2024-11-03
1586,223,signed_up,2024-06-29
1587,223,created_design,2024-07-16
1588,223,deleted_design,2024-12-21
1589,223,deleted_design,2024-09-20
1590,223,created_design,2024-12-11
1591,223,exported_design,2024-07-22
1592,223,created_design,2024-08-03
1593,223,exported_design,2024-08-05
1594,224,signed_up,2024-08-02
1595,224,exported_design,2024-09-21
1596,224,shared_design,2024-10-22
1597,224,shared_design,2024-12-25
1598,224,shared_design,2024-11-21
1599,224,created_design,2024-08-24
1600,224,deleted_design,2024-12-10
1601,224,shared_design,2024-09-03
1602,224,shared_design,2024-08-17
1603,225,signed_up,2024-11-04
1604,225,shared_design,2024-12-26
1605,225,shared_design,2024-11-11
1606,225,created_design,2024-12-29
1607,225,deleted_design,2024-11-19
1608,225,deleted_design,2024-12-18
1609,225,shared_design,2024-12-14
1610,225,deleted_design,2024-12-19
1611,225,deleted_design,2024-11-29
1612,225,exported_design,2024-12-01
1613,226,signed_up,2024-04-22
1614,226,shared_design,2024-11-23
1615,226,deleted_design,2024-11-23
1616,226,shared_design,2024-05-31
1617,226,exported_design,2024-12-01
1618,226,created_design,2024-05-26
1619,226,created_design,2024-05-10
1620,226,deleted_design,2024-05-28
1621,227,signed_up,2024-09-05
1622,227,deleted_design,2024-11-26
1623,227,deleted_design,2024-12-24
1624,227,deleted_design,2024-12-28
1625,228,signed_up,2024-06-21
1626,228,deleted_design,2024-10-14
1627,228,exported_design,2024-09-19
1628,228,deleted_design,2024-08-07
1629,228,created_design,2024-11-22
1630,228,deleted_design,2024-11-15
1631,228,exported_design,2024-12-25
1632,228,shared_design,2024-12-20
1633,228,shared_design,2024-10-04
1634,228,created_design,2024-06-29
1635,228,deleted_design,2024-11-13
1636,228,shared_design,2024-12-18
1637,228,deleted_design,2024-07-19
1638,228,created_design,2024-12-14
1639,228,shared_design,2024-07-27
1640,228,upgraded_plan,2024-11-24
1641,229,signed_up,2024-03-25
1642,229,shared_design,2024-05-03
1643,229,shared_design,2024-04-21
1644,229,created_design,2024-12-23
1645,229,deleted_design,2024-11-20
1646,229,deleted_design,2024-12-12
1647,229,deleted_design,2024-09-10
1648,229,shared_design,2024-09-21
1649,229,exported_design,2024-08-20
1650,229,invited_team_member,2024-08-27
1651,230,signed_up,2024-11-14
1652,230,deleted_design,2024-12-24
1653,231,signed_up,2024-07-20
1654,231,created_design,2024-12-26
1655,231,deleted_design,2024-10-01
1656,231,exported_design,2024-08-10
1657,231,created_design,2024-11-26
1658,231,shared_design,2024-09-29
1659,231,invited_team_member,2024-09-29
1660,232,signed_up,2024-12-05
1661,232,exported_design,2024-12-08
1662,232,exported_design,2024-12-23
1663,232,deleted_design,2024-12-26
1664,232,exported_design,2024-12-16
1665,232,exported_design,2024-12-13
1666,232,exported_design,2024-12-20
1667,232,created_design,2024-12-30
1668,232,created_design,2024-12-15
1669,232,exported_design,2024-12-09
1670,232,deleted_design,2024-12-31
1671,232,deleted_design,2024-12-29
1672,232,deleted_design,2024-12-29
1673,232,invited_team_member,2024-12-19
1674,233,signed_up,2024-11-25
1675,233,created_design,2024-12-17
1676,233,created_design,2024-12-11
1677,233,exported_design,2024-11-28
1678,233,deleted_design,2024-12-24
1679,233,shared_design,2024-12-25
1680,233,exported_design,2024-12-25
1681,233,deleted_design,2024-12-19
1682,233,shared_design,2024-12-25
1683,233,deleted_design,2024-12-04
1684,233,shared_design,2024-11-25
1685,234,signed_up,2024-08-24
1686,234,created_design,2024-09-03
1687,234,deleted_design,2024-11-22
1688,234,shared_design,2024-11-01
1689,234,shared_design,2024-11-01
1690,234,shared_design,2024-09-18
1691,234,deleted_design,2024-12-02
1692,234,exported_design,2024-10-24
1693,234,exported_design,2024-11-18
1694,234,created_design,2024-11-12
1695,235,signed_up,2024-05-13
1696,235,created_design,2024-09-24
1697,235,deleted_design,2024-11-04
1698,236,signed_up,2024-04-18
1699,236,created_design,2024-04-30
1700,236,invited_team_member,2024-08-07
1701,237,signed_up,2024-06-21
1702,237,created_design,2024-07-21
1703,237,exported_design,2024-11-22
1704,237,exported_design,2024-09-25
1705,237,exported_design,2024-07-19
1706,237,shared_design,2024-08-24
1707,237,created_design,2024-10-18
1708,237,deleted_design,2024-12-01
1709,237,deleted_design,2024-08-30
1710,237,shared_design,2024-12-15
1711,237,exported_design,2024-08-25
1712,237,shared_design,2024-07-09
1713,237,deleted_design,2024-07-06
1714,238,signed_up,2024-08-03
1715,238,exported_design,2024-10-09
1716,238,created_design,2024-11-23
1717,238,exported_design,2024-12-06
1718,238,exported_design,2024-11-11
1719,238,created_design,2024-12-06
1720,238,deleted_design,2024-09-08
1721,238,created_design,2024-09-27
1722,238,shared_design,2024-11-24
1723,238,created_design,2024-08-29
1724,238,created_design,2024-08-21
1725,238,shared_design,2024-12-27
1726,238,created_design,2024-11-25
1727,238,exported_design,2024-12-08
1728,238,created_design,2024-08-03
1729,239,signed_up,2024-08-28
1730,240,signed_up,2024-01-27
1731,240,deleted_design,2024-10-04
1732,240,deleted_design,2024-09-06
1733,240,exported_design,2024-03-02
1734,240,deleted_design,2024-01-28
1735,240,created_design,2024-09-29
1736,240,shared_design,2024-11-12
1737,240,shared_design,2024-07-15
1738,240,created_design,2024-08-19
1739,240,created_design,2024-12-15
1740,240,shared_design,2024-08-01
1741,240,deleted_design,2024-03-08
1742,240,exported_design,2024-06-23
1743,240,created_design,2024-04-26
1744,241,signed_up,2024-11-28
1745,241,shared_design,2024-12-04
1746,241,created_design,2024-12-29
1747,241,exported_design,2024-12-26
1748,241,created_design,2024-12-06
1749,241,created_design,2024-12-10
1750,241,deleted_design,2024-12-13
1751,241,created_design,2024-12-22
1752,242,signed_up,2024-01-16
1753,242,created_design,2024-09-02
1754,242,shared_design,2024-02-03
1755,242,shared_design,2024-02-13
1756,242,deleted_design,2024-02-06
1757,242,exported_design,2024-03-16
1758,242,deleted_design,2024-12-15
1759,242,exported_design,2024-12-28
1760,242,exported_design,2024-11-07
1761,242,created_design,2024-02-21
1762,242,deleted_design,2024-03-28
1763,242,created_design,2024-12-15
1764,242,created_design,2024-09-13
1765,242,exported_design,2024-05-19
1766,242,exported_design,2024-01-23
1767,243,signed_up,2024-01-11
1768,243,invited_team_member,2024-11-18
1769,244,signed_up,2024-05-02
1770,244,created_design,2024-11-27
1771,244,deleted_design,2024-05-31
1772,244,exported_design,2024-10-01
1773,244,exported_design,2024-05-18
1774,244,shared_design,2024-08-19
1775,244,deleted_design,2024-11-25
1776,244,created_design,2024-07-24
1777,244,exported_design,2024-10-24
1778,244,exported_design,2024-07-23
1779,244,created_design,2024-11-13
1780,244,exported_design,2024-09-30
1781,244,created_design,2024-07-26
1782,244,shared_design,2024-06-01
1783,244,deleted_design,2024-06-07
1784,244,invited_team_member,2024-08-04
1785,245,signed_up,2024-12-08
1786,245,created_design,2024-12-26
1787,245,created_design,2024-12-12
1788,245,deleted_design,2024-12-28
1789,245,created_design,2024-12-13
1790,245,created_design,2024-12-23
1791,245,created_design,2024-12-08
1792,245,created_design,2024-12-13
1793,245,shared_design,2024-12-30
1794,245,deleted_design,2024-12-21
1795,245,exported_design,2024-12-30
1796,245,exported_design,2024-12-14
1797,245,shared_design,2024-12-28
1798,245,deleted_design,2024-12-24
1799,245,exported_design,2024-12-21
1800,245,created_design,2024-12-13
1801,246,signed_up,2024-04-21
1802,246,shared_design,2024-09-28
1803,246,deleted_design,2024-07-19
1804,246,invited_team_member,2024-06-20
1805,247,signed_up,2024-07-07
1806,248,signed_up,2024-11-06
1807,249,signed_up,2024-03-24
1808,249,shared_design,2024-07-08
1809,249,exported_design,2024-04-20
1810,249,exported_design,2024-05-20
1811,249,deleted_design,2024-11-21
1812,249,exported_design,2024-06-22
1813,249,created_design,2024-04-15
1814,249,shared_design,2024-09-26
1815,249,deleted_design,2024-07-09
1816,249,shared_design,2024-07-30
1817,249,created_design,2024-11-11
1818,249,created_design,2024-05-16
1819,250,signed_up,2024-10-23
1820,251,signed_up,2024-10-21
1821,252,signed_up,2024-07-22
1822,252,exported_design,2024-10-13
1823,252,shared_design,2024-08-19
1824,252,created_design,2024-09-18
1825,252,deleted_design,2024-09-20
1826,253,signed_up,2024-02-08
1827,253,deleted_design,2024-12-03
1828,253,deleted_design,2024-03-06
1829,253,exported_design,2024-04-22
1830,253,deleted_design,2024-12-16
1831,253,deleted_design,2024-05-09
1832,253,exported_design,2024-08-17
1833,253,exported_design,2024-09-29
1834,253,shared_design,2024-12-27
1835,254,signed_up,2024-02-22
1836,254,created_design,2024-12-09
1837,254,exported_design,2024-07-14
1838,254,deleted_design,2024-04-18
1839,254,deleted_design,2024-10-13
1840,254,shared_design,2024-05-19
1841,254,shared_design,2024-06-13
1842,254,exported_design,2024-12-27
1843,254,exported_design,2024-12-31
1844,254,exported_design,2024-12-13
1845,254,deleted_design,2024-04-06
1846,254,deleted_design,2024-11-15
1847,254,deleted_design,2024-06-11
1848,255,signed_up,2024-12-16
1849,256,signed_up,2024-10-16
1850,256,exported_design,2024-11-13
1851,256,created_design,2024-12-28
1852,256,created_design,2024-12-08
1853,256,deleted_design,2024-10-21
1854,256,created_design,2024-12-19
1855,256,deleted_design,2024-12-09
1856,256,created_design,2024-12-16
1857,256,deleted_design,2024-12-12
1858,256,created_design,2024-11-15
1859,256,created_design,2024-12-26
1860,257,signed_up,2024-09-29
1861,257,exported_design,2024-11-05
1862,257,created_design,2024-12-20
1863,257,deleted_design,2024-10-01
1864,257,shared_design,2024-12-23
1865,257,deleted_design,2024-10-19
1866,257,created_design,2024-12-11
1867,258,signed_up,2024-02-05
1868,258,exported_design,2024-08-30
1869,258,deleted_design,2024-08-12
1870,258,created_design,2024-12-25
1871,258,created_design,2024-12-22
1872,258,shared_design,2024-08-20
1873,258,created_design,2024-11-02
1874,258,deleted_design,2024-07-05
1875,258,exported_design,2024-06-22
1876,258,shared_design,2024-03-17
1877,258,shared_design,2024-03-04
1878,258,created_design,2024-03-02
1879,258,shared_design,2024-08-19
1880,258,upgraded_plan,2024-08-10
1881,259,signed_up,2024-01-07
1882,259,exported_design,2024-02-10
1883,259,shared_design,2024-03-17
1884,259,created_design,2024-05-08
1885,259,deleted_design,2024-12-04
1886,259,exported_design,2024-10-30
1887,259,shared_design,2024-05-01
1888,259,shared_design,2024-07-05
1889,259,deleted_design,2024-09-20
1890,259,created_design,2024-05-27
1891,259,invited_team_member,2024-07-01
1892,260,signed_up,2024-02-24
1893,260,deleted_design,2024-04-26
1894,260,shared_design,2024-11-22
1895,260,shared_design,2024-10-12
1896,260,exported_design,2024-03-28
1897,260,created_design,2024-10-15
1898,260,deleted_design,2024-04-05
1899,260,shared_design,2024-05-25
1900,260,created_design,2024-04-03
1901,260,shared_design,2024-05-18
1902,260,exported_design,2024-04-21
1903,260,exported_design,2024-11-04
1904,260,created_design,2024-06-07
1905,260,deleted_design,2024-07-23
1906,260,exported_design,2024-11-27
1907,261,signed_up,2024-11-21
1908,261,invited_team_member,2024-12-03
1909,261,upgraded_plan,2024-12-05
1910,262,signed_up,2024-08-10
1911,263,signed_up,2024-11-29
1912,263,deleted_design,2024-12-19
1913,263,deleted_design,2024-12-27
1914,263,exported_design,2024-12-18
1915,263,exported_design,2024-12-18
1916,263,exported_design,2024-12-15
1917,263,shared_design,2024-12-29
1918,263,created_design,2024-12-17
1919,263,shared_design,2024-12-08
1920,263,deleted_design,2024-12-17
1921,263,exported_design,2024-12-09
1922,263,exported_design,2024-12-17
1923,264,signed_up,2024-10-02
1924,264,exported_design,2024-10-21
1925,264,created_design,2024-11-01
1926,264,shared_design,2024-10-07
1927,264,exported_design,2024-12-14
1928,264,shared_design,2024-11-27
1929,264,exported_design,2024-11-18
1930,264,created_design,2024-10-28
1931,264,shared_design,2024-12-26
1932,264,exported_design,2024-11-15
1933,264,deleted_design,2024-11-18
1934,264,exported_design,2024-12-10
1935,265,signed_up,2024-08-11
1936,265,exported_design,2024-12-16
1937,265,shared_design,2024-12-06
1938,265,created_design,2024-09-19
1939,265,shared_design,2024-12-28
1940,265,deleted_design,2024-10-25
1941,265,exported_design,2024-10-24
1942,265,shared_design,2024-12-02
1943,265,deleted_design,2024-09-08
1944,265,exported_design,2024-08-21
1945,265,created_design,2024-12-30
1946,265,created_design,2024-10-28
1947,265,exported_design,2024-11-21
1948,265,shared_design,2024-12-03
1949,265,shared_design,2024-09-03
1950,265,exported_design,2024-08-25
1951,266,signed_up,2024-05-17
1952,266,invited_team_member,2024-05-22
1953,266,upgraded_plan,2024-12-20
1954,267,signed_up,2024-02-14
1955,267,deleted_design,2024-03-29
1956,267,deleted_design,2024-05-23
1957,267,created_design,2024-07-25
1958,267,deleted_design,2024-08-16
1959,267,deleted_design,2024-04-29
1960,267,deleted_design,2024-08-21
1961,267,created_design,2024-08-22
1962,267,shared_design,2024-07-08
1963,267,shared_design,2024-08-11
1964,267,created_design,2024-09-29
1965,267,deleted_design,2024-06-03
1966,268,signed_up,2024-05-04
1967,268,deleted_design,2024-11-26
1968,268,deleted_design,2024-11-06
1969,268,created_design,2024-06-08
1970,268,invited_team_member,2024-07-20
1971,269,signed_up,2024-11-08
1972,269,upgraded_plan,2024-12-15
1973,270,signed_up,2024-06-21
1974,270,invited_team_member,2024-10-03
1975,271,signed_up,2024-06-15
1976,271,deleted_design,2024-11-04
1977,271,exported_design,2024-12-13
1978,271,exported_design,2024-08-05
1979,272,signed_up,2024-04-18
1980,272,shared_design,2024-09-19
1981,272,deleted_design,2024-12-26
1982,272,created_design,2024-08-10
1983,272,exported_design,2024-04-19
1984,272,shared_design,2024-08-30
1985,272,created_design,2024-12-15
1986,272,deleted_design,2024-09-12
1987,272,deleted_design,2024-07-18
1988,272,created_design,2024-08-21
1989,272,shared_design,2024-06-18
1990,272,created_design,2024-12-26
1991,272,deleted_design,2024-10-20
1992,272,shared_design,2024-11-27
1993,272,created_design,2024-12-17
1994,273,signed_up,2024-06-23
1995,273,created_design,2024-08-03
1996,273,shared_design,2024-07-30
1997,273,exported_design,2024-10-19
1998,273,exported_design,2024-09-22
1999,273,shared_design,2024-07-06
2000,274,signed_up,2024-12-25
2001,274,invited_team_member,2024-12-27
2002,275,signed_up,2024-01-06
2003,276,signed_up,2024-02-13
2004,276,exported_design,2024-12-15
2005,276,shared_design,2024-11-17
2006,277,signed_up,2024-09-07
2007,277,shared_design,2024-10-11
2008,277,shared_design,2024-09-19
2009,277,exported_design,2024-12-21
2010,277,exported_design,2024-09-08
2011,277,shared_design,2024-11-12
2012,278,signed_up,2024-12-19
2013,278,created_design,2024-12-21
2014,278,exported_design,2024-12-22
2015,278,exported_design,2024-12-27
2016,278,created_design,2024-12-22
2017,278,deleted_design,2024-12-25
2018,278,created_design,2024-12-20
2019,278,created_design,2024-12-21
2020,278,shared_design,2024-12-26
2021,278,shared_design,2024-12-23
2022,278,deleted_design,2024-12-21
2023,278,shared_design,2024-12-28
2024,278,shared_design,2024-12-21
2025,278,created_design,2024-12-19
2026,278,exported_design,2024-12-22
2027,278,exported_design,2024-12-30
2028,279,signed_up,2024-08-17
2029,279,created_design,2024-12-03
2030,279,created_design,2024-09-05
2031,280,signed_up,2024-05-30
2032,280,created_design,2024-06-07
2033,280,created_design,2024-09-27
2034,280,upgraded_plan,2024-08-15
2035,281,signed_up,2024-12-20
2036,281,created_design,2024-12-21
2037,281,exported_design,2024-12-29
2038,281,exported_design,2024-12-29
2039,281,shared_design,2024-12-22
2040,281,created_design,2024-12-20
2041,281,shared_design,2024-12-22
2042,281,shared_design,2024-12-29
2043,281,exported_design,2024-12-25
2044,281,exported_design,2024-12-28
2045,281,created_design,2024-12-28
2046,281,created_design,2024-12-21
2047,281,exported_design,2024-12-28
2048,281,exported_design,2024-12-31
2049,282,signed_up,2024-12-05
2050,282,invited_team_member,2024-12-28
2051,282,upgraded_plan,2024-12-11
2052,283,signed_up,2024-08-30
2053,284,signed_up,2024-06-25
2054,284,created_design,2024-10-15
2055,284,shared_design,2024-08-10
2056,284,deleted_design,2024-09-30
2057,284,invited_team_member,2024-08-22
2058,285,signed_up,2024-06-18
2059,286,signed_up,2024-05-18
2060,286,shared_design,2024-11-29
2061,286,shared_design,2024-11-14
2062,286,created_design,2024-10-07
2063,286,shared_design,2024-06-08
2064,286,created_design,2024-09-21
2065,286,shared_design,2024-08-24
2066,286,shared_design,2024-09-11
2067,286,deleted_design,2024-11-09
2068,286,invited_team_member,2024-08-30
2069,287,signed_up,2024-04-28
2070,287,invited_team_member,2024-05-15
2071,288,signed_up,2024-06-10
2072,289,signed_up,2024-12-19
2073,289,created_design,2024-12-26
2074,289,deleted_design,2024-12-25
2075,289,created_design,2024-12-27
2076,289,exported_design,2024-12-20
2077,289,deleted_design,2024-12-25
2078,289,created_design,2024-12-30
2079,289,exported_design,2024-12-30
2080,289,shared_design,2024-12-20
2081,289,shared_design,2024-12-22
2082,289,deleted_design,2024-12-22
2083,289,exported_design,2024-12-20
2084,290,signed_up,2024-04-20
2085,290,deleted_design,2024-09-06
2086,290,deleted_design,2024-10-19
2087,290,deleted_design,2024-11-13
2088,290,exported_design,2024-09-09
2089,290,created_design,2024-12-08
2090,290,shared_design,2024-06-21
2091,290,deleted_design,2024-12-26
2092,290,exported_design,2024-08-16
2093,290,created_design,2024-05-05
2094,290,created_design,2024-05-17
2095,290,created_design,2024-12-31
2096,290,deleted_design,2024-07-20
2097,291,signed_up,2024-05-21
2098,291,created_design,2024-06-14
2099,291,deleted_design,2024-11-06
2100,291,deleted_design,2024-12-09
2101,291,shared_design,2024-07-11
2102,291,deleted_design,2024-11-06
2103,291,shared_design,2024-09-23
2104,291,shared_design,2024-10-06
2105,291,created_design,2024-12-14
2106,291,created_design,2024-12-02
2107,291,created_design,2024-09-08
2108,292,signed_up,2024-09-25
2109,292,created_design,2024-09-29
2110,292,shared_design,2024-10-17
2111,292,exported_design,2024-12-24
2112,292,deleted_design,2024-11-26
2113,292,shared_design,2024-10-12
2114,292,deleted_design,2024-12-25
2115,292,created_design,2024-11-26
2116,292,deleted_design,2024-12-06
2117,293,signed_up,2024-02-21
2118,293,exported_design,2024-12-04
2119,293,created_design,2024-11-06
2120,293,shared_design,2024-09-08
2121,293,deleted_design,2024-10-31
2122,293,shared_design,2024-08-19
2123,293,created_design,2024-08-03
2124,293,created_design,2024-03-06
2125,293,shared_design,2024-04-26
2126,294,signed_up,2024-04-26
2127,294,shared_design,2024-10-03
2128,294,created_design,2024-08-01
2129,294,shared_design,2024-08-13
2130,294,deleted_design,2024-07-26
2131,294,created_design,2024-07-24
2132,294,exported_design,2024-10-12
2133,294,exported_design,2024-06-28
2134,294,shared_design,2024-10-08
2135,294,created_design,2024-09-24
2136,294,created_design,2024-12-15
2137,294,shared_design,2024-12-04
2138,294,shared_design,2024-05-25
2139,294,created_design,2024-06-08
2140,294,shared_design,2024-09-10
2141,294,deleted_design,2024-05-05
2142,295,signed_up,2024-06-03
2143,295,created_design,2024-08-10
2144,295,deleted_design,2024-11-28
2145,295,created_design,2024-10-31
2146,295,deleted_design,2024-08-23
2147,295,deleted_design,2024-10-27
2148,295,created_design,2024-08-24
2149,295,deleted_design,2024-12-26
2150,295,invited_team_member,2024-11-22
2151,296,signed_up,2024-03-05
2152,296,exported_design,2024-08-25
2153,296,shared_design,2024-08-05
2154,296,exported_design,2024-10-14
2155,296,created_design,2024-11-14
2156,296,exported_design,2024-12-04
2157,296,shared_design,2024-07-30
2158,296,shared_design,2024-03-29
2159,296,deleted_design,2024-12-23
2160,296,created_design,2024-06-28
2161,296,created_design,2024-12-26
2162,296,shared_design,2024-08-24
2163,296,deleted_design,2024-04-08
2164,296,exported_design,2024-10-09
2165,296,upgraded_plan,2024-08-06
2166,297,signed_up,2024-01-28
2167,297,shared_design,2024-09-05
2168,297,deleted_design,2024-05-09
2169,297,shared_design,2024-08-20
2170,297,deleted_design,2024-12-12
2171,297,exported_design,2024-11-03
2172,298,signed_up,2024-12-23
2173,298,exported_design,2024-12-30
2174,298,shared_design,2024-12-30
2175,298,deleted_design,2024-12-31
2176,299,signed_up,2024-02-22
2177,299,deleted_design,2024-08-26
2178,299,exported_design,2024-05-07
2179,299,shared_design,2024-05-09
2180,299,deleted_design,2024-10-01
2181,300,signed_up,2024-05-25
2182,300,deleted_design,2024-12-27
2183,300,shared_design,2024-08-01
2184,300,exported_design,2024-11-06
2185,300,exported_design,2024-07-29
2186,301,signed_up,2024-08-13
2187,301,deleted_design,2024-10-31
2188,301,deleted_design,2024-12-15
2189,301,created_design,2024-11-29
2190,301,exported_design,2024-10-03
2191,301,invited_team_member,2024-08-20
2192,302,signed_up,2024-01-27
2193,303,signed_up,2024-02-28
2194,304,signed_up,2024-09-08
2195,304,created_design,2024-12-31
2196,304,shared_design,2024-10-18
2197,304,created_design,2024-12-27
2198,304,shared_design,2024-10-30
2199,304,created_design,2024-12-02
2200,304,exported_design,2024-10-28
2201,304,created_design,2024-10-08
2202,304,created_design,2024-11-20
2203,304,shared_design,2024-11-13
2204,304,created_design,2024-11-10
2205,304,created_design,2024-10-08
2206,304,shared_design,2024-12-15
2207,304,deleted_design,2024-10-20
2208,304,exported_design,2024-12-20
2209,305,signed_up,2024-11-18
2210,305,deleted_design,2024-12-05
2211,305,shared_design,2024-12-14
2212,305,created_design,2024-12-25
2213,305,shared_design,2024-12-19
2214,306,signed_up,2024-03-18
2215,306,shared_design,2024-07-22
2216,306,shared_design,2024-05-31
2217,306,shared_design,2024-11-16
2218,306,created_design,2024-08-22
2219,306,created_design,2024-04-04
2220,306,shared_design,2024-07-18
2221,306,deleted_design,2024-12-25
2222,306,shared_design,2024-08-23
2223,307,signed_up,2024-06-04
2224,307,deleted_design,2024-09-25
2225,307,deleted_design,2024-06-06
2226,307,shared_design,2024-08-08
2227,307,exported_design,2024-06-27
2228,307,invited_team_member,2024-07-15
2229,308,signed_up,2024-03-01
2230,308,created_design,2024-09-25
2231,308,created_design,2024-07-19
2232,308,deleted_design,2024-11-07
2233,308,shared_design,2024-09-28
2234,308,created_design,2024-10-03
2235,308,shared_design,2024-05-22
2236,308,created_design,2024-11-15
2237,308,deleted_design,2024-08-28
2238,308,shared_design,2024-12-06
2239,308,created_design,2024-10-19
2240,308,exported_design,2024-03-27
2241,308,exported_design,2024-10-14
2242,308,deleted_design,2024-03-02
2243,308,shared_design,2024-06-11
2244,308,created_design,2024-08-08
2245,308,invited_team_member,2024-07-06
2246,309,signed_up,2024-11-06
2247,310,signed_up,2024-04-25
2248,311,signed_up,2024-08-18
2249,311,shared_design,2024-09-21
2250,311,shared_design,2024-10-01
2251,311,exported_design,2024-10-29
